f.movieid,m.title,rating_count,average_rating
4709,paint your wagon,3,5.0
128606,45 years,3,3.67
128924,the 'high sign',3,4.0
188953,diamantino,3,1.5
192377,goosebumps: haunted halloween,3,2.0
4103,empire of the sun,3,4.5
1820,"proposition, the",3,3.0
6120,q: the winged serpent,3,4.5
80100,camila,3,3.5
103027,much ado about nothing,3,3.0
4027,"o brother, where art thou?",3,4.17
1663,stripes,3,3.5
227006,tremors: shrieker island,3,3.5
663,kids in the hall: brain candy,3,5.0
182551,mr. roosevelt,3,3.0
245344,bad luck banging or loony porn,3,3.5
242062,wheel of fortune and fantasy,3,4.0
130482,too late for tears,3,4.0
3264,buffy the vampire slayer,3,1.5
31420,assault on precinct 13,3,5.0
103335,despicable me 2,3,3.5
51080,breach,3,2.0
4736,summer catch,3,1.5
1753,half baked,3,4.0
7396,scenes from a marriage,3,4.5
2315,bride of chucky,3,3.5
187135,military intelligence and you!,3,3.0
63329,christmas story,3,4.0
3621,possession,3,5.0
226684,woman without a face,3,3.0
85072,"wild and wonderful whites of west virginia, the",3,4.0
170151,the party,3,4.0
62081,eagle eye,3,3.17
2301,history of the world: part i,3,4.5
237199,tigers,3,3.5
67534,big stan,3,4.0
6021,"american friend, the",3,4.0
54785,halloween,3,0.5
30749,hotel rwanda,3,5.0
707,mulholland falls,3,3.0
69251,special,3,4.5
135143,fantastic beasts and where to find them,3,3.83
23,assassins,3,4.0
206176,the truth about alcohol,3,4.0
5021,murder by death,3,3.0
42629,tartuffe,3,3.5
206168,nova: first face of america,3,5.0
7154,mona lisa smile,3,3.67
135643,the disappointments room,3,0.5
6383,2 fast 2 furious,3,4.17
5026,brotherhood of the wolf,3,2.0
94325,"lucky one, the",3,5.0
66659,tyler perry's madea goes to jail,3,2.17
176987,the teacher,3,3.0
5060,m*a*s*h,3,5.0
177053,alive and kicking,3,3.5
137278,cyberbully,3,5.0
710,celtic pride,3,3.5
187109,tremors: a cold day in hell,3,3.5
263753,caprice,3,3.5
277856,see how they run,3,3.5
216671,have a good trip: adventures in psychedelics,3,3.0
6624,agent cody banks,3,4.0
278176,tár,3,4.0
55286,things we lost in the fire,3,4.5
714,dead man,3,5.0
3551,marathon man,3,3.5
1236,trust,3,4.0
2867,fright night,3,4.0
61994,so normal,3,4.5
2179,topaz,3,3.5
179815,"roman j. israel, esq.",3,3.5
233,exotica,3,4.0
216370,kingyo,3,2.5
1453,"beautician and the beast, the",3,4.0
731,heaven's prisoners,3,3.5
140769,puella magi madoka magica the movie part i: beginnings,3,3.5
83558,on the occasion of remembering the turning gate,3,5.0
140816,tangerine,3,4.0
85774,senna,3,5.0
482,killing zoe,3,4.5
4969,and then there were none,3,3.0
202101,stuber,3,1.0
95237,detention,3,5.0
55768,bee movie,3,2.67
7008,last tango in paris,3,3.5
107827,swing,3,3.0
3970,"beyond, the",3,4.0
55805,before the devil knows you're dead,3,5.0
3129,sweet and lowdown,3,4.5
2841,stir of echoes,3,5.0
143209,tremors 5: bloodline,3,4.5
65225,zeitgeist: addendum,3,5.0
215623,mortal kombat legends: scorpion’s revenge,3,4.0
27911,howard zinn: you can't be neutral on a moving train,3,4.0
51575,wild hogs,3,5.0
214776,extraction,3,5.0
5119,saturday night and sunday morning,3,4.5
109203,"story of ruth, the",3,3.0
186005,book club,3,1.5
214376,hasse & tage - en kärlekshistoria,3,4.5
199776,opera no. 1,3,2.5
199580,maiden,3,3.5
1305,"paris, texas",3,3.67
95558,beasts of the southern wild,3,5.0
146884,i basilischi,3,3.5
109720,contracted,3,0.5
109853,barefoot,3,3.5
148172,the 5th wave,3,2.0
185987,the rider,3,4.5
214366,kalabaliken i bender,3,3.5
149830,pride and prejudice and zombies,3,4.0
110453,draft day,3,4.0
288059,zlatan in the slopes,3,3.5
5530,simone,3,3.5
192227,dansa först,3,3.5
56715,wristcutters: a love story,3,5.0
152017,me before you,3,4.17
89490,straw dogs,3,2.5
2763,"thomas crown affair, the",3,3.83
1641,"full monty, the",3,4.67
52241,"lookout, the",3,2.5
3868,"naked gun: from the files of police squad!, the",3,4.5
214062,guilty bystander,3,3.5
86345,louis c.k.: hilarious,3,4.5
154898,dream work,3,0.5
286107,renfield,3,4.0
48543,antibodies,3,4.0
2060,baseketball,3,2.5
56801,avpr: aliens vs. predator - requiem,3,2.0
196175,welcome to marwen,3,4.0
47503,2:37,3,4.0
222593,death on the nile,3,2.5
5444,lilo & stitch,3,4.5
52572,"mackintosh man, the",3,3.0
2672,"thirteenth floor, the",3,3.5
2664,invasion of the body snatchers,3,5.0
112733,jonestown: paradise lost,3,4.0
157186,veloce come il vento,3,4.0
1013,"parent trap, the",3,5.0
1029,dumbo,3,2.5
86781,incendies,3,2.83
194927,an evening with beverly luff linn,3,5.0
212883,swallow,3,3.5
63,don't be a menace to south central while drinking your juice in the hood,3,3.0
113696,are you here,3,0.5
194762,the clovehitch killer,3,4.0
194729,the oath,3,4.5
7028,quick change,3,3.5
52604,fracture,3,5.0
159690,teenage mutant ninja turtles: out of the shadows,3,1.5
113780,"as above, so below",3,3.0
52606,big nothing,3,4.0
57873,dark angel,3,5.0
194016,ralph breaks the internet,3,3.5
222561,chemical hearts,3,4.0
160992,aloys,3,2.5
5364,unfaithful,3,5.0
2614,chopping mall,3,3.0
276087,vengeance,3,4.5
161908,plum blossom,3,5.0
27329,paradise lost 2: revelations,3,4.0
193589,boy erased,3,3.5
279414,black panther: wakanda forever,3,4.0
587,ghost,3,3.83
162414,moonlight,3,5.0
181169,untold scandal,3,4.5
114678,hector and the search for happiness,3,4.5
7000,hudson hawk,3,3.5
97188,sinister,3,2.83
163390,chasing great,3,3.5
1060,swingers,3,3.67
1348,nosferatu,3,4.0
3087,scrooged,3,2.83
279428,significant other,3,3.5
1927,all quiet on the western front,3,4.5
222455,bill & ted face the music,3,4.0
193357,gnomes,3,4.0
6975,funny games,3,3.83
82499,how do you know,3,3.0
166423,black's game,3,4.0
1273,down by law,3,5.0
211195,pan t.,3,3.5
116161,foxcatcher,3,3.5
290407,no one will save you,3,2.5
6592,"secret lives of dentists, the",3,5.0
1069,"murder, my sweet",3,4.5
116893,trash,3,4.0
167036,sing,3,4.0
6953,21 grams,3,3.67
2539,analyze this,3,4.5
8405,hour of the wolf,3,3.0
8266,purple rain,3,3.5
63859,bolt,3,4.5
6292,marion bridge,3,2.5
188753,unfriended: dark web,3,3.0
8507,freaks,3,4.5
274197,lightyear,3,2.0
275899,babysitter,3,3.5
4654,road house,3,3.5
8008,brigadoon,3,2.0
117517,listen up philip,3,4.0
2533,escape from the planet of the apes,3,4.0
6927,"human stain, the",3,5.0
269254,summer place wanted,3,3.0
5169,scarlet street,3,3.5
8607,tokyo godfathers,3,4.5
73344,"prophet, a",3,4.67
188681,fast film,3,3.0
49822,"good shepherd, the",3,3.5
90439,margin call,3,4.0
2531,battle for the planet of the apes,3,3.5
8675,"enemy below, the",3,4.0
209893,a house of your dreams,3,2.5
6559,little giants,3,3.5
167470,george carlin: complaints & grievances,3,5.0
2517,christine,3,5.0
299,priest,3,3.5
90471,puncture,3,4.0
27420,teknolust,3,3.0
53468,fido,3,1.83
189577,tau,3,2.67
260495,my little pony: a new generation,3,3.5
188207,cold war,3,4.17
120783,son of a gun,3,4.0
33681,"adventures of sharkboy and lavagirl 3-d, the",3,0.5
7846,tremors 3: back to perfection,3,4.5
7827,cypher,3,3.5
260445,el planeta,3,3.0
4614,kickboxer,3,2.5
120938,the hire: chosen,3,4.0
230625,helmut newton: the bad and the beautiful,3,3.5
168326,the big sick,3,3.67
43376,sophie scholl: the final days,3,4.5
121169,the duke of burgundy,3,5.0
4603,her alibi,3,3.5
121263,summer's moon,3,4.5
4574,blind fury,3,5.0
183589,fifty shades freed,3,4.0
31193,"many adventures of winnie the pooh, the",3,5.0
53592,four minutes,3,5.0
53827,sybil,3,3.5
4994,"majestic, the",3,3.5
7163,paycheck,3,3.5
86896,jewel robbery,3,3.0
208289,richard jewell,3,3.83
4571,bill & ted's excellent adventure,3,4.5
7636,raising cain,3,4.0
257591,risen,3,1.0
6869,bus 174,3,2.0
25904,ministry of fear,3,4.0
90870,trespass,3,4.5
2407,cocoon,3,4.0
42732,last holiday,3,4.5
207511,can we do it ourselves?,3,4.0
230129,der boandlkramer und die ewige liebe,3,2.5
25940,"lady from shanghai, the",3,3.83
5544,time after time,3,4.0
25964,scandal,3,4.5
337,what's eating gilbert grape,3,4.5
4488,colors,3,3.0
2371,fletch,3,4.5
26072,murder she said,3,3.5
71707,love hina spring special,3,3.5
4426,kiss me deadly,3,5.0
353,"crow, the",3,3.0
50442,alpha dog,3,4.0
3360,hoosiers,3,4.0
1283,high noon,3,4.17
659,purple noon,3,3.5
220528,twelve angry men,3,4.5
125916,fifty shades of grey,3,4.0
169028,berlin syndrome,3,4.0
87038,hollow triumph,3,4.0
31973,germany year zero,3,3.0
6126,veronika voss,3,4.0
7460,coffee and cigarettes,3,4.67
6780,"brief history of time, a",2,5.0
3978,"legend of bagger vance, the",2,3.5
81391,eastern plays,2,4.0
6764,"rundown, the",2,4.0
169842,the shack,2,2.0
47261,"night listener, the",2,2.0
1374,star trek ii: the wrath of khan,2,4.25
81817,carlos,2,4.5
7505,"kingdom, the",2,3.5
6739,at war with the army,2,3.5
1372,star trek vi: the undiscovered country,2,4.0
82143,alone in the wilderness,2,3.5
241960,moxie,2,5.0
7265,"dreamers, the",2,4.0
83163,princess aurora,2,4.5
3832,black sabbath,2,3.5
83619,just like me,2,3.5
31672,"blade, the",2,3.0
170289,species iii,2,2.0
84450,tale of cinema,2,5.0
241314,clapboard jungle,2,2.0
427,boxing helena,2,3.0
85020,"mechanic, the",2,5.0
4789,phantom of the paradise,2,4.0
237234,you’re always 20,2,3.0
3727,near dark,2,3.0
236115,slalom,2,3.5
1093,"doors, the",2,4.5
235317,the battle of the sexes,2,3.5
3708,firestarter,2,3.5
42385,yamakasi - les samouraïs des temps modernes,2,4.0
26336,"adventure of sherlock holmes' smarter brother, the",2,1.5
86898,"tree of life, the",2,2.0
6666,"discreet charm of the bourgeoisie, the",2,3.0
87270,"other woman, the",2,4.0
3622,"twelve chairs, the",2,3.5
6665,dracula,2,3.0
233071,concrete plans,2,2.5
7075,"court jester, the",2,5.0
3587,inferno,2,4.0
3581,human traffic,2,2.0
287591,you hurt my feelings,2,3.0
3531,all the vermeers in new york,2,2.0
183361,nadja à paris,2,2.5
3508,"outlaw josey wales, the",2,4.5
231855,cold meridian,2,2.5
231471,dear comrades,2,3.5
170927,another evil,2,3.5
1756,"prophecy ii, the",2,3.5
231159,the pleasure of love in iran,2,3.0
231157,"you've got beautiful stairs, you know...",2,3.0
27192,"prophecy 3: the ascent, the",2,2.5
230277,cracker,2,4.0
230039,the christmas chronicles: part two,2,3.0
3347,never cry wolf,2,3.5
37382,domino,2,2.0
32460,knockin' on heaven's door,2,5.0
4839,death ship,2,2.5
226758,the witches,2,2.0
92719,tim and eric's billion dollar movie,2,1.0
275243,elvis,2,3.5
49007,arabesque,2,4.0
226680,shadow in the cloud,2,3.0
32657,"man who planted trees, the",2,5.0
226612,medan porten var stängd,2,4.0
226548,empire of lust,2,4.5
3243,encino man,2,4.0
49276,let's go to prison,2,2.0
287425,the other fellow,2,3.5
225762,the woman who ran,2,3.0
95105,madagascar 3: europe's most wanted,2,3.5
3133,go west,2,3.0
95602,once upon a time in phuket,2,0.5
1701,deconstructing harry,2,5.0
224665,tove,2,3.0
49280,bobby,2,3.75
224052,wolfwalkers,2,4.5
4978,lantana,2,4.5
3094,maurice,2,4.0
96829,"hunt, the",2,4.5
97913,wreck-it ralph,2,4.0
7234,"strada, la",2,5.0
3061,holiday inn,2,3.5
98361,byzantium,2,3.0
98585,hitchcock,2,3.5
3039,trading places,2,3.5
500,mrs. doubtfire,2,3.5
180205,dracula,2,3.5
1339,dracula,2,4.0
220540,the silencing,2,1.0
1150,"return of martin guerre, the",2,4.0
50541,dinner for one,2,3.5
173255,"norm macdonald: hitler's dog, gossip & trickery",2,4.0
1176,"double life of veronique, the",2,4.5
101285,spring breakers,2,4.0
101895,42,2,4.0
220398,tale of people from here,2,2.0
1370,die hard 2,2,2.75
173771,mclaren,2,3.5
102686,"hangover part iii, the",2,2.5
509,"piano, the",2,2.75
41712,"room for romeo brass, a",2,4.0
6408,animals are beautiful people,2,4.5
219669,jim jefferies: intolerant,2,3.0
219490,the amaranth,2,3.5
103867,night train to lisbon,2,2.5
2939,niagara,2,4.25
104218,grown ups 2,2,3.5
218991,superman: man of tomorrow,2,1.0
7219,they drive by night,2,3.5
104441,"frozen ground, the",2,4.0
69304,imagine that,2,5.0
2931,time of the gypsies,2,4.5
2921,high plains drifter,2,4.25
6380,capturing the friedmans,2,3.0
39292,"good night, and good luck.",2,3.75
51545,pusher iii: i'm the angel of death,2,3.5
519,robocop 3,2,2.5
107354,good ol' freda,2,4.0
107700,i am divine,2,4.5
107702,grudge match,2,3.5
2862,caligula,2,5.0
216294,with closed windows,2,4.0
215761,destination hitchcock: the making of 'north by northwest',2,3.5
27618,"sound of thunder, a",2,2.5
2765,"acid house, the",2,3.5
110591,oculus,2,5.0
214338,palmegruppen goes for a very long lunch,2,2.5
6308,legal eagles,2,4.0
213585,the way back,2,3.5
111852,generation iron,2,3.5
2734,"mosquito coast, the",2,3.0
520,robin hood: men in tights,2,4.0
553,tombstone,2,3.0
62764,black moon,2,2.5
113033,rasmus på luffen,2,3.5
585,"brady bunch movie, the",2,3.0
174815,the house,2,3.5
5463,reign of fire,2,3.5
27674,11:14,2,4.0
211510,ronny chieng: asian comedian destroys america!,2,3.0
115463,"dance party, usa",2,2.5
288861,they cloned tyrone,2,2.0
210877,super size me 2: holy chicken!,2,4.0
210859,run,2,2.5
210851,emma,2,4.5
117438,when marnie was there,2,4.0
210235,corpus christi,2,3.5
6254,"awful truth, the",2,4.5
118880,"girl walks home alone at night, a",2,3.5
53349,ten canoes,2,4.0
209193,marriage is a crazy thing,2,4.5
2469,peggy sue got married,2,3.0
120946,the hire: hostage,2,4.0
7580,"man in the gray flannel suit, the",2,5.0
1623,wishmaster,2,4.0
653,dragonheart,2,3.5
6185,dark blue,2,3.25
2373,red sonja,2,1.5
188023,garde alternée,2,0.5
276441,toc toc,2,4.5
207273,the collini case,2,2.5
6140,tenebre,2,4.5
1608,air force one,2,4.0
126927,the heart of the world,2,3.5
1597,conspiracy theory,2,4.5
207243,deon cole: cole hearted,2,5.0
116,anne frank remembered,2,4.5
2357,central station,2,2.75
183151,anna and the apocalypse,2,4.5
2355,"bug's life, a",2,4.0
129317,one on top of the other,2,2.5
176081,the twin swords,2,2.0
129659,"mcfarland, usa",2,3.0
37720,"exorcism of emily rose, the",2,3.5
2342,hard core logo,2,4.0
176349,bad genius,2,4.5
62203,martyrs,2,3.0
2333,gods and monsters,2,3.5
269828,hatching,2,3.5
180451,sicilian ghost story,2,2.5
132404,vita frun,2,3.0
132430,man from reno,2,4.0
7158,house of sand and fog,2,5.0
27724,hitler: the rise of evil,2,4.5
133505,everything for sale,2,5.0
34111,"god who wasn't there, the",2,4.5
6001,"king of comedy, the",2,4.5
135137,pixels,2,1.75
55052,atonement,2,4.0
2269,indecent proposal,2,2.5
5495,modesty blaise,2,1.0
136018,black mass,2,4.0
180869,fps: first person shooter,2,3.5
2207,jamaica inn,2,3.5
55232,resident evil: extinction,2,3.5
205048,21 bridges,2,1.5
177287,little evil,2,2.25
139747,before we go,2,4.0
204558,the red sea diving resort,2,3.5
288061,acrimonius alfie atkins,2,3.0
2143,legend,2,2.5
140928,joy,2,3.5
55626,gemini,2,3.5
203160,the last black man in san francisco,2,3.0
65802,paul blart: mall cop,2,5.0
141956,contracted: phase ii,2,1.0
142452,puella magi madoka magica the movie part ii: eternal,2,3.5
905,it happened one night,2,3.25
906,gaslight,2,4.0
186447,the sweet sex and love,2,4.0
56022,harrison bergeron,2,4.5
933,to catch a thief,2,3.5
186339,prodigy,2,1.5
7010,"lover, the",2,3.0
56152,enchanted,2,3.5
64997,war of the worlds,2,2.0
199426,the endless film,2,2.0
185989,truth or dare,2,4.0
198745,bed and sofa,2,3.5
147831,anthony jeselnik: thoughts and prayers,2,3.5
149780,love now,2,4.0
150356,the rage of paris,2,4.5
5944,star trek: nemesis,2,4.0
185385,midnight sun,2,1.0
198143,then came you,2,4.5
64930,"more the merrier, the",2,3.5
60943,frozen river,2,4.0
152151,cannibal,2,3.5
197207,arctic,2,4.0
181075,the man who invented christmas,2,3.5
56788,charlie wilson's war,2,4.0
185039,roller coaster rabbit,2,2.5
155018,emelie,2,3.0
7149,something's gotta give,2,3.5
195823,the christmas chronicles,2,3.0
7345,agent cody banks 2: destination london,2,4.0
156581,stutterer,2,4.0
156605,paterson,2,4.0
56931,"mission, the",2,4.5
195343,rampant,2,3.5
157318,perfect strangers,2,4.0
36519,transporter 2,2,5.0
2054,"honey, i shrunk the kids",2,3.0
57648,"green man, the",2,3.5
26283,charley varrick,2,5.0
57776,cazuza - o tempo não pára,2,2.5
160980,sully,2,2.5
58107,step up 2 the streets,2,3.0
1054,get on the bus,2,4.0
193779,we have always lived in the castle,2,2.5
1962,driving miss daisy,2,3.5
1950,in the heat of the night,2,4.0
162870,irreplaceable,2,2.5
178477,on the beach at night alone,2,4.0
287831,the makes,2,3.0
182439,the lord of the g-strings: the femaleship of the string,2,3.0
1255,bad taste,2,0.5
165947,the true memoirs of an international assassin,2,1.5
40278,jarhead,2,2.0
179139,man divided,2,4.0
192997,border,2,4.0
166653,michael che matters,2,3.5
166755,hacker,2,3.5
8372,garfield: the movie,2,3.5
8493,memphis belle,2,5.0
4673,tango & cash,2,3.0
8512,silent movie,2,3.0
8516,"matter of life and death, a",2,3.0
7991,death race 2000,2,3.5
8542,"day at the races, a",2,3.5
72919,did you hear about the morgans?,2,3.0
4623,major league,2,4.5
167248,kedi,2,3.0
26630,moonwalker,2,2.0
7932,dark days,2,5.0
261239,rapture,2,3.5
260929,dave chappelle: the closer,2,3.5
73587,soul kitchen,2,3.5
5679,"ring, the",2,4.0
73808,"chaser, the",2,4.5
8767,"big clock, the",2,3.25
1376,star trek iv: the voyage home,2,3.0
8771,sherlock holmes: terror by night,2,3.0
7926,high and low,2,4.0
7924,stray dog,2,4.0
1894,six days seven nights,2,3.5
259665,belfast,2,3.5
192489,skate kitchen,2,3.5
258307,news from ideological antiquity: marx/eisenstein/the capital,2,0.5
43971,trauma,2,3.5
8978,christmas with the kranks,2,5.0
258001,beyond the infinite two minutes,2,4.5
6873,intolerable cruelty,2,3.5
9011,portrait of jennie,2,3.5
36883,"jour se lève, le",2,3.0
25750,sherlock jr.,2,4.5
6858,knife in the water,2,4.25
4519,"land before time, the",2,4.0
168610,a ghost story,2,3.5
4496,d.o.a.,2,3.5
253976,reminiscence,2,4.5
71902,spread,2,3.5
26117,"killers, the",2,3.5
26139,in harm's way,2,4.0
1079,"fish called wanda, a",2,4.0
355,"flintstones, the",2,2.5
4406,"man who shot liberty valance, the",2,4.0
4391,"vertical ray of the sun, the",2,5.0
27005,"interview, the",2,3.0
250764,the girl and the spider,2,5.0
45062,"sentinel, the",2,2.5
31263,torremolinos 73,2,3.0
4275,krull,2,4.0
169326,frankie boyle: hurt like you've never been loved,2,4.5
250546,friends: the reunion,2,3.5
249540,cruella,2,2.0
31270,shivers,2,2.5
46201,bob the butler,2,3.0
78993,waiting women,2,3.0
4151,"taste of others, the",2,5.0
46322,jet li's fearless,2,5.0
79505,north,2,3.5
6830,sudden fear,2,4.5
39659,teorema,2,3.5
7286,simple men,2,4.0
42723,hostel,2,1.0
246304,cuatro paredes,2,2.5
246032,the die is cast,2,2.5
4020,"gift, the",2,3.0
42718,district 13,2,4.0
271927,unloved,2,3.5
46965,snakes on a plane,2,1.5
382,wolf,2,4.0
192285,birds of passage,2,3.5
31422,are we there yet?,2,5.0
6800,cobra,2,2.0
9,sudden death,2,3.0
12,dracula: dead and loving it,2,1.0
18,four rooms,2,3.5
157,canadian bacon,2,3.0
199,"umbrellas of cherbourg, the",2,4.0
282,nell,2,3.5
429,cabin boy,2,4.0
529,searching for bobby fischer,2,4.0
665,underground,2,4.5
798,daylight,2,4.0
838,emma,2,4.5
1111,microcosmos,2,5.0
1131,jean de florette,2,4.0
1132,manon of the spring,2,4.0
1164,2 ou 3 choses que je sais d'elle,2,2.5
1230,annie hall,2,2.75
1269,arsenic and old lace,2,3.5
1333,"birds, the",2,2.5
1357,shine,2,4.75
1378,young guns,2,4.0
1385,under siege,2,2.0
1391,mars attacks!,2,2.0
1476,private parts,2,3.5
1674,witness,2,3.0
1688,anastasia,2,4.0
1726,"postman, the",2,3.0
1785,king of new york,2,3.5
1791,twilight,2,3.5
1858,mr. nice guy,2,2.0
1993,child's play 3,2,3.0
2020,dangerous liaisons,2,4.5
2096,sleeping beauty,2,3.0
2178,frenzy,2,3.5
2208,"lady vanishes, the",2,5.0
2211,secret agent,2,3.5
2316,practical magic,2,1.5
2414,young sherlock holmes,2,3.0
2478,¡three amigos!,2,3.0
2485,she's all that,2,4.5
2606,idle hands,2,2.0
2670,run silent run deep,2,3.0
2848,othello,2,3.0
2880,armour of god,2,3.5
2948,from russia with love,2,3.5
3054,pokémon: the first movie,2,2.0
3201,five easy pieces,2,2.0
3317,wonder boys,2,3.5
3422,she's gotta have it,2,3.0
3430,death wish,2,3.0
3479,ladyhawke,2,3.5
3617,road trip,2,3.0
3707,9 1/2 weeks,2,4.0
3769,thunderbolt and lightfoot,2,3.0
3791,footloose,2,3.0
3826,hollow man,2,2.0
3925,stranger than paradise,2,4.5
3965,"strange love of martha ivers, the",2,3.25
3979,little nicky,2,0.5
4030,dracula 2000,2,2.5
4176,madadayo,2,5.0
4340,"animal, the",2,3.0
4343,evolution,2,3.0
4410,something wild,2,4.0
4454,more,2,4.5
4508,gorillas in the mist,2,4.75
4640,brother,2,4.5
4752,maniac,2,5.0
4798,indiscreet,2,3.0
5054,brainstorm,2,5.0
5055,dragon: the bruce lee story,2,4.0
5168,royal wedding,2,3.5
5269,"piano teacher, the",2,5.0
5283,national lampoon's van wilder,2,4.0
5373,"cranes are flying, the",2,5.0
5379,"believer, the",2,4.0
5425,dark blue world,2,3.5
5528,one hour photo,2,3.5
5602,"ladykillers, the",2,1.0
5609,ballistic: ecks vs. sever,2,0.5
5792,roger dodger,2,4.0
5812,far from heaven,2,2.0
5832,left behind ii: tribulation force,2,4.0
5891,i spit on your grave,2,4.5
5980,black christmas,2,5.0
6182,"thrill of it all, the",2,3.5
6338,daddy day care,2,3.5
6460,"trial, the",2,4.0
6533,"what's up, doc?",2,4.5
6620,american splendor,2,5.0
6669,ikiru,2,4.0
6888,scary movie 3,2,2.0
6995,hercules in new york,2,3.5
7004,kindergarten cop,2,3.25
7017,passenger 57,2,4.0
7115,deep red,2,4.5
7116,diabolique,2,4.0
7305,black widow,2,3.5
7367,"ladykillers, the",2,2.5
7373,hellboy,2,4.0
7581,"fountainhead, the",2,2.5
7748,pierrot le fou,2,3.0
7782,sniper,2,3.0
8666,catwoman,2,5.0
8838,alice doesn't live here anymore,2,2.0
8861,resident evil: apocalypse,2,3.5
25788,scarface,2,4.0
25855,"roaring twenties, the",2,3.25
26090,"easy life, the",2,4.0
26094,"eclisse, l'",2,3.0
26134,dracula: prince of darkness,2,4.0
26151,au hasard balthazar,2,1.5
26391,"new york, new york",2,3.0
26520,full moon in paris,2,3.5
26629,killer klowns from outer space,2,5.0
26875,"pure formality, a",2,4.0
27704,battle royale 2: requiem,2,1.0
30701,chimes at midnight,2,2.5
30712,"narrow margin, the",2,3.5
33162,kingdom of heaven,2,3.5
33672,lords of dogtown,2,4.0
33861,danger: diabolik,2,3.0
33880,me and you and everyone we know,2,4.5
33896,3 extremes,2,3.0
34534,four brothers,2,5.0
34536,the great raid,2,4.5
37729,corpse bride,2,2.0
40412,dead man's shoes,2,3.5
40581,just friends,2,3.0
40586,calamari union,2,3.0
42015,casanova,2,3.5
42725,grandma's boy,2,4.0
44004,failure to launch,2,5.0
44421,"personal journey with martin scorsese through american movies, a",2,3.5
44763,"brothers lionheart, the",2,4.0
45730,lady in the water,2,2.5
45891,lady in the lake,2,4.0
48997,perfume: the story of a murderer,2,2.0
50798,epic movie,2,1.75
53894,sicko,2,4.5
55080,"brave one, the",2,5.0
55094,in the valley of elah,2,4.0
55705,secret sunshine,2,4.5
58432,what just happened,2,2.5
59103,"forbidden kingdom, the",2,4.5
60397,mamma mia!,2,4.0
60937,"mummy: tomb of the dragon emperor, the",2,2.5
64278,"pervert's guide to cinema, the",2,4.0
64522,patterns,2,3.0
65133,blackadder back & forth,2,3.5
67424,counter investigation,2,2.5
68168,"strategy of the snail, the",2,4.5
70728,bronson,2,3.0
70862,it might get loud,2,4.0
71325,love happens,2,1.5
71462,"cove, the",2,4.0
71745,where the wild things are,2,3.0
73266,youth in revolt,2,2.5
74944,brooklyn's finest,2,4.0
76210,defendor,2,3.0
77479,letting go of god,2,5.0
77721,deathdream,2,2.0
79006,empire of dreams: the story of the 'star wars' trilogy,2,4.0
79139,"sorcerer's apprentice, the",2,3.0
79720,animal kingdom,2,3.0
81641,fair game,2,5.0
82202,"tourist, the",2,4.5
83540,"silence of the sea, the",2,3.0
84189,i spit on your grave,2,4.5
84613,sanctum,2,3.5
85763,beneath hill 60,2,3.5
85997,skeleton man,2,1.0
86380,pushover,2,4.0
86817,something borrowed,2,0.5
86892,the man from nowhere,2,4.0
87192,attack the block,2,3.75
89118,"skin i live in, the",2,2.5
89961,play,2,4.0
90522,johnny english reborn,2,5.0
91978,man on a ledge,2,3.5
92422,"woman in black, the",2,5.0
93805,iron sky,2,3.5
95761,killer joe,2,3.5
96488,searching for sugar man,2,2.0
96832,holy motors,2,3.0
96911,"royal affair, a",2,3.5
97225,hotel transylvania,2,3.5
97328,liberal arts,2,3.5
98002,"madrid, 1987",2,5.0
100108,parker,2,4.0
101525,"place beyond the pines, the",2,4.0
103271,sign 'o' the times,2,3.5
103549,what's in a name,2,5.0
103816,"battery, the",2,2.0
104863,what if,2,4.0
105355,blue is the warmest color,2,4.0
106785,homefront,2,2.0
107675,vendetta,2,3.5
107883,the lunchbox,2,4.0
109578,non-stop,2,5.0
110130,"nut job, the",2,4.0
112582,life itself,2,3.0
113315,zero motivation,2,3.5
113604,if i stay,2,3.5
114044,honeymoon,2,4.0
114552,"boxtrolls, the",2,3.5
115414,left behind,2,1.0
115703,"the hire: star, the",2,5.0
116887,exodus: gods and kings,2,3.5
116969,paths of hate,2,3.0
118204,mcconkey,2,4.0
118908,jack the ripper,2,3.5
119141,the interview,2,5.0
120635,taken 3,2,0.5
120775,night train,2,3.5
121013,the body of my enemy,2,3.5
121129,the hungover games,2,2.0
126753,the girls,2,3.5
127116,experimenter,2,4.0
127134,a walk in the woods,2,4.5
127250,last chance,2,1.0
127565,lost river,2,4.0
130034,stand by me doraemon,2,4.0
132157,paul blart: mall cop 2,2,0.5
133645,carol,2,3.0
135166,curfew,2,4.5
135532,the last witch hunter,2,3.5
136598,vacation,2,5.0
142222,demolition,2,5.0
142450,puella magi madoka magica the movie part iii: rebellion,2,3.0
142721,the rite,2,3.5
143237,freeheld,2,4.0
144258,tazza: the high rollers,2,4.0
148282,call me claus,2,3.5
149218,"totò, peppino e i fuorilegge",2,4.5
149354,sisters,2,2.5
151695,the survivalist,2,5.0
158872,sausage party,2,1.0
160690,jeremiah,2,3.5
160892,"right now, wrong then",2,5.0
161626,happy end,2,4.0
161966,elle,2,4.0
162590,bridget jones's baby,2,5.0
162842,david brent: life on the road,2,4.0
163510,the happiest day in the life of olli mäki,2,3.0
164137,my girl,2,3.5
164449,teens in the universe,2,4.0
164596,voyage to the sky,2,3.5
165605,the head vanishes,2,4.0
166777,the greasy strangler,2,5.0
