f.genres,f.movieid,m.title,average_rating
Action|Adventure|Sci-Fi|Thriller,7569,you only live twice,3.0
Action|Adventure|Sci-Fi|Thriller,1129,escape from new york,2.83
Action|Adventure|Sci-Fi|Thriller,5349,spider-man,2.83
Action|Adventure|Sci-Fi|Thriller,68791,terminator salvation,2.67
Action|Adventure|Sci-Fi|Thriller,1544,"lost world: jurassic park, the",2.41
Action|Adventure|Sci-Fi|Thriller,34048,war of the worlds,2.34
Action|Adventure|Sci-Fi|Thriller,780,independence day,2.3
Action|Adventure|Sci-Fi|Thriller,70336,g.i. joe: the rise of cobra,2.0
Action|Adventure|Sci-Fi|Thriller,61350,babylon a.d.,2.0
Action|Adventure|Sci-Fi|Thriller,3703,"road warrior, the",1.88
Action|Adventure|Sci-Fi|Thriller,120799,terminator genisys,1.75
Action|Adventure|Sci-Fi|Thriller,66639,street fighter: the legend of chun-li,1.5
Action|Adventure|Sci-Fi|Thriller,274195,jurassic world dominion,1.5
Action|Adventure|Sci-Fi|Thriller,174585,transformers: the last knight,0.5
Action|Adventure|Sci-Fi|Thriller|IMAX,6365,"matrix reloaded, the",4.19
Action|Adventure|Sci-Fi|Thriller|IMAX,6934,"matrix revolutions, the",3.53
Action|Adventure|Sci-Fi|Thriller|IMAX,77561,iron man 2,3.23
Action|Adventure|Sci-Fi|Thriller|IMAX,52722,spider-man 3,2.82
Action|Adventure|Sci-Fi|Thriller|War,87232,x-men: first class,3.89
Action|Adventure|Sci-Fi|Thriller|War,88140,captain america: the first avenger,2.1
Action|Adventure|Sci-Fi|War|IMAX,87520,transformers: dark of the moon,2.0
Action|Adventure|Thriller,111781,mission: impossible - rogue nation,5.0
Action|Adventure|Thriller,10,goldeneye,4.83
Action|Adventure|Thriller,189333,mission: impossible - fallout,4.69
Action|Adventure|Thriller,45186,mission: impossible iii,4.55
Action|Adventure|Thriller,3639,"man with the golden gun, the",4.25
Action|Adventure|Thriller,7573,never say never again,4.25
Action|Adventure|Thriller,7570,octopussy,4.2
Action|Adventure|Thriller,49272,casino royale,4.1
Action|Adventure|Thriller,5872,die another day,4.06
Action|Adventure|Thriller,1610,"hunt for red october, the",4.0
Action|Adventure|Thriller,1722,tomorrow never dies,4.0
Action|Adventure|Thriller,63113,quantum of solace,3.79
Action|Adventure|Thriller,733,"rock, the",3.75
Action|Adventure|Thriller,3623,mission: impossible ii,3.75
Action|Adventure|Thriller,3082,"world is not enough, the",3.56
Action|Adventure|Thriller,1552,con air,3.55
Action|Adventure|Thriller,434,cliffhanger,3.5
Action|Adventure|Thriller,2989,for your eyes only,3.5
Action|Adventure|Thriller,2990,licence to kill,3.5
Action|Adventure|Thriller,4005,"living daylights, the",3.5
Action|Adventure|Thriller,2991,live and let die,3.5
Action|Adventure|Thriller,2949,dr. no,3.5
Action|Adventure|Thriller,2948,from russia with love,3.5
Action|Adventure|Thriller,210271,6 underground,3.43
Action|Adventure|Thriller,2402,rambo: first blood part ii,3.4
Action|Adventure|Thriller,2376,"view to a kill, a",3.0
Action|Adventure|Thriller,2993,thunderball,3.0
Action|Adventure|Thriller,3984,diamonds are forever,3.0
Action|Adventure|Thriller,1370,die hard 2,2.75
Action|Adventure|Thriller,79695,"expendables, the",2.53
Action|Adventure|Thriller,166918,the great wall,2.5
Action|Adventure|Thriller,2947,goldfinger,2.3
Action|Adventure|Thriller,275467,the gray man,2.0
Action|Adventure|Thriller|IMAX,91630,mission: impossible - ghost protocol,4.42
Action|Adventure|Thriller|IMAX,96079,skyfall,4.27
Action|Adventure|Thriller|War,2404,rambo iii,3.73
Action|Adventure|War,171611,baahubali 2: the conclusion,5.0
Action|Adventure|Western,1201,"good, the bad and the ugly, the",4.26
Action|Adventure|Western,7070,red river,3.79
Action|Adventure|Western|IMAX,103384,"lone ranger, the",3.0
Action|Animation,192649,my hero academia the movie: the two heroes,4.5
Action|Animation,156000,justice league vs. teen titans,3.0
Action|Animation,177289,vixen: the movie,3.0
Action|Animation|Children,202099,batman vs. teenage mutant ninja turtles,4.5
Action|Animation|Children|Comedy|IMAX,59784,kung fu panda,4.25
Action|Animation|Children|Comedy|Sci-Fi|IMAX,81564,megamind,4.19
Action|Animation|Comedy,115617,big hero 6,4.16
Action|Animation|Comedy,189481,stink bomb,3.5
Action|Animation|Comedy,176103,the lego ninjago movie,2.0
Action|Animation|Crime,135184,gunnm,3.71
Action|Animation|Crime,104583,logorama,3.5
Action|Animation|Crime|Mystery,200864,batman: hush,4.0
Action|Animation|Drama|Fantasy|Sci-Fi,27156,neon genesis evangelion: the end of evangelion,4.0
Action|Animation|Drama|Sci-Fi,84187,evangelion: 2.0 you can advance,4.4
Action|Animation|Drama|Sci-Fi,27660,"animatrix, the",4.03
Action|Animation|Drama|Sci-Fi,246604,evangelion: 3.0+1.0 thrice upon a time,2.5
Action|Animation|Drama|Sci-Fi|Thriller,27728,ghost in the shell 2: innocence,4.0
Action|Animation|Drama|War,116969,paths of hate,3.0
Action|Animation|Fantasy,169526,saint seiya: legend of crimson youth,4.0
Action|Animation|Fantasy,258691,mortal kombat legends: battle of the realms,4.0
Action|Animation|Fantasy,169522,saint seiya: evil goddess eris,3.5
Action|Animation|Fantasy,169524,saint seiya: the heated battle of the gods,3.5
Action|Animation|Fantasy,169528,saint seiya: warriors of the final holy battle,3.5
Action|Animation|Fantasy|IMAX,107953,dragon ball z: battle of gods,2.0
Action|Animation|Fantasy|Sci-Fi,31184,appleseed,4.0
Action|Animation|Horror,27441,blood: the last vampire,3.5
Action|Animation|Horror|Mystery,142452,puella magi madoka magica the movie part ii: eternal,3.5
Action|Animation|Horror|Mystery,140769,puella magi madoka magica the movie part i: beginnings,3.5
Action|Animation|Horror|Sci-Fi,169400,gantz: o,4.0
Action|Animation|Mystery|IMAX,90746,"adventures of tintin, the",4.02
Action|Animation|Romance,157198,macross frontier: the wings of goodbye,4.5
Action|Animation|Sci-Fi,178907,blade runner: black out 2022,4.5
Action|Animation|Sci-Fi,70533,evangelion: 1.0 you are alone,4.43
Action|Animation|Sci-Fi,129779,ghost in the shell arise - border 1: ghost pain,4.0
Action|Animation|Sci-Fi,276231,dragon ball super: super hero,4.0
Action|Animation|Sci-Fi,98607,redline,3.81
Action|Animation|Sci-Fi,98019,vexille,3.5
Action|Animation|Sci-Fi,218991,superman: man of tomorrow,1.0
Action|Animation|Sci-Fi|Thriller,139859,ghost in the shell arise - border 2: ghost whispers,4.0
Action|Animation|Sci-Fi|Thriller,6283,cowboy bebop: the movie,4.0
Action|Animation|Sci-Fi|War,189447,macross zero,5.0
Action|Children|Comedy,80617,cats & dogs: the revenge of kitty galore,4.0
Action|Children|Crime|Fantasy|Mystery,200838,pokémon: detective pikachu,2.8
Action|Children|Drama,79224,"karate kid, the",4.5
Action|Children|Romance,502,"next karate kid, the",2.5
Action|Children|Sci-Fi|IMAX,59037,speed racer,4.5
Action|Comedy,119141,the interview,5.0
Action|Comedy,4701,rush hour 2,5.0
Action|Comedy,8912,taxi,5.0
Action|Comedy,3972,"legend of drunken master, the",5.0
Action|Comedy,115703,"the hire: star, the",5.0
Action|Comedy,31878,kung fu hustle,4.9
Action|Comedy,79592,"other guys, the",4.68
Action|Comedy,8604,taxi,4.63
Action|Comedy,32017,"pacifier, the",4.6
Action|Comedy,197697,once upon a deadpool,4.5
Action|Comedy,43267,on probation,4.5
Action|Comedy,370,naked gun 33 1/3: the final insult,4.5
Action|Comedy,97836,here comes the boom,4.38
Action|Comedy,6618,shaolin soccer,4.38
Action|Comedy,81229,red,4.27
Action|Comedy,76251,kick-ass,4.26
Action|Comedy,175661,the hitman's bodyguard,4.13
Action|Comedy,2924,drunken master,4.0
Action|Comedy,4717,battle creek brawl,4.0
Action|Comedy,8605,taxi 3,4.0
Action|Comedy,5047,kung pow: enter the fist,4.0
Action|Comedy,27193,taxi 2,4.0
Action|Comedy,60126,get smart,3.64
Action|Comedy,78041,killers,3.5
Action|Comedy,42946,project a,3.5
Action|Comedy,160271,central intelligence,3.5
Action|Comedy,3977,charlie's angels,3.5
Action|Comedy,6616,grind,3.5
Action|Comedy,4846,iron monkey,3.5
Action|Comedy,7230,"silencers, the",3.0
Action|Comedy,170813,baywatch,3.0
Action|Comedy,212074,guns akimbo,2.94
Action|Comedy,102123,this is the end,2.5
Action|Comedy,1431,beverly hills ninja,2.5
Action|Comedy,6014,national security,2.5
Action|Comedy,1858,mr. nice guy,2.0
Action|Comedy,4161,"mexican, the",2.0
Action|Comedy,165947,the true memoirs of an international assassin,1.5
Action|Comedy,202101,stuber,1.0
Action|Comedy|Crime,65802,paul blart: mall cop,5.0
Action|Comedy|Crime,68205,crank: high voltage,5.0
Action|Comedy|Crime,102033,pain & gain,4.7
Action|Comedy|Crime,134368,spy,4.58
Action|Comedy|Crime,162478,masterminds,4.5
Action|Comedy|Crime,61024,pineapple express,4.5
Action|Comedy|Crime,6893,"italian job, the",4.0
Action|Comedy|Crime,184393,the criminal excellency fund,4.0
Action|Comedy|Crime,112138,22 jump street,3.71
Action|Comedy|Crime,54999,shoot 'em up,3.5
Action|Comedy|Crime,73569,project a 2,3.5
Action|Comedy|Crime,90717,tower heist,3.5
Action|Comedy|Crime,114818,stretch,3.5
Action|Comedy|Crime,104241,kick-ass 2,3.28
Action|Comedy|Crime,103883,2 guns,3.17
Action|Comedy|Crime,88812,30 minutes or less,3.06
Action|Comedy|Crime,93510,21 jump street,3.05
Action|Comedy|Crime,74532,cop out,2.59
Action|Comedy|Crime,191441,the happytime murders,1.5
Action|Comedy|Crime,132157,paul blart: mall cop 2,0.5
Action|Comedy|Crime|Drama,32460,knockin' on heaven's door,5.0
Action|Comedy|Crime|Drama,2001,lethal weapon 2,5.0
Action|Comedy|Crime|Drama,4085,beverly hills cop,4.83
Action|Comedy|Crime|Drama,2000,lethal weapon,4.35
Action|Comedy|Crime|Drama,2002,lethal weapon 3,4.31
Action|Comedy|Crime|Drama|Horror|Thriller,7235,ichi the killer,4.5
Action|Comedy|Crime|Drama|Sci-Fi,1396,sneakers,4.0
Action|Comedy|Crime|Drama|Thriller,145,bad boys,4.72
Action|Comedy|Crime|Fantasy,367,"mask, the",3.55
Action|Comedy|Crime|Fantasy|Thriller|IMAX,83349,"green hornet, the",2.85
Action|Comedy|Crime|Horror,183611,game night,4.18
Action|Comedy|Crime|Mystery,51255,hot fuzz,3.95
Action|Comedy|Crime|Romance,3868,"naked gun: from the files of police squad!, the",4.5
Action|Comedy|Crime|Romance,53022,wheels on meals,3.5
Action|Comedy|Crime|Thriller,6548,bad boys ii,5.0
Action|Comedy|Crime|Thriller,54648,rush hour 3,5.0
Action|Comedy|Crime|Thriller,2273,rush hour,4.91
Action|Comedy|Crime|Thriller,1918,lethal weapon 4,4.67
Action|Comedy|Crime|Thriller,3104,midnight run,4.56
Action|Comedy|Crime|Thriller,36850,police story 2,4.0
Action|Comedy|Crime|Thriller,4084,beverly hills cop ii,4.0
Action|Comedy|Crime|Thriller,26547,police story,3.87
Action|Comedy|Crime|Thriller,40959,"ice harvest, the",3.5
Action|Comedy|Crime|Thriller,7325,starsky & hutch,3.5
Action|Comedy|Crime|Thriller,8984,ocean's twelve,3.3
Action|Comedy|Crime|Thriller,7004,kindergarten cop,3.25
Action|Comedy|Crime|Thriller,261759,red notice,3.14
Action|Comedy|Crime|Thriller,189363,ocean's 8,3.08
Action|Comedy|Crime|Thriller,4673,tango & cash,3.0
Action|Comedy|Crime|Thriller,113250,in order of disappearance,2.9
Action|Comedy|Crime|Thriller,861,supercop,2.5
Action|Comedy|Crime|Thriller,3710,action jackson,2.0
Action|Comedy|Documentary|Drama,89930,superheroes,4.0
Action|Comedy|Drama,33672,lords of dogtown,4.0
Action|Comedy|Drama,85401,super,4.0
Action|Comedy|Drama,242204,riders of justice,3.72
Action|Comedy|Drama,71156,"men who stare at goats, the",3.71
Action|Comedy|Drama,187137,pilkarski poker,3.5
Action|Comedy|Drama|Horror|Thriller,51545,pusher iii: i'm the angel of death,3.5
Action|Comedy|Drama|Thriller,70728,bronson,3.0
Action|Comedy|Fantasy,6995,hercules in new york,3.5
Action|Comedy|Fantasy,103655,r.i.p.d.,3.5
Action|Comedy|Fantasy,245812,thunder force,0.5
Action|Comedy|Fantasy|Horror,1261,evil dead ii,4.6
Action|Comedy|Fantasy|IMAX,46972,night at the museum,3.37
Action|Comedy|Fantasy|Musical|Romance,79702,scott pilgrim vs. the world,4.39
Action|Comedy|Fantasy|Sci-Fi,134170,kung fury,4.5
Action|Comedy|Horror,71535,zombieland,4.25
Action|Comedy|Horror,205072,zombieland: double tap,4.06
Action|Comedy|Horror,286107,renfield,4.0
Action|Comedy|Horror,116668,dead snow 2: red vs. dead ,3.0
Action|Comedy|Horror,3264,buffy the vampire slayer,1.5
Action|Comedy|Horror|Sci-Fi,160080,ghostbusters,3.7
Action|Comedy|Horror|Sci-Fi,5478,eight legged freaks,3.0
Action|Comedy|Horror|Sci-Fi|Thriller,189203,upgrade,3.97
Action|Comedy|Horror|Sci-Fi|Thriller|Western,239256,prisoners of the ghostland,2.0
Action|Comedy|Horror|Thriller,70,from dusk till dawn,3.95
Action|Comedy|Horror|Thriller,48678,feast,3.5
Action|Comedy|Horror|Thriller,46965,snakes on a plane,1.5
Action|Comedy|IMAX,68793,night at the museum: battle of the smithsonian,2.0
Action|Comedy|Musical,1220,"blues brothers, the",5.0
Action|Comedy|Musical,1772,blues brothers 2000,3.0
Action|Comedy|Romance,75805,"bounty hunter, the",5.0
Action|Comedy|Romance,96367,hit and run,5.0
Action|Comedy|Romance,155509,mr. right,4.89
Action|Comedy|Romance,93326,this means war,4.0
Action|Comedy|Romance,2006,"mask of zorro, the",3.71
Action|Comedy|Romance,3705,bird on a wire,3.5
Action|Comedy|Romance,4299,"knight's tale, a",2.63
Action|Comedy|Romance,76293,date night,2.58
Action|Comedy|Romance,217146,the lovebirds,1.5
Action|Comedy|Romance|War,4802,operation petticoat,4.5
Action|Comedy|Romance|War,5541,hot shots!,4.0
Action|Comedy|Romance|Western,47117,tears of the black tiger,3.5
Action|Comedy|Sci-Fi,187593,deadpool 2,4.57
Action|Comedy|Sci-Fi,270698,everything everywhere all at once,4.27
Action|Comedy|Sci-Fi,2716,ghostbusters,4.06
Action|Comedy|Sci-Fi,87192,attack the block,3.75
Action|Comedy|Sci-Fi,93805,iron sky,3.5
Action|Comedy|Sci-Fi,327,tank girl,3.5
Action|Comedy|Sci-Fi,1580,men in black,3.46
Action|Comedy|Sci-Fi,5459,men in black ii,3.36
Action|Comedy|Sci-Fi,1391,mars attacks!,2.0
Action|Comedy|Sci-Fi,135137,pixels,1.75
Action|Comedy|Sci-Fi,46441,"sheriff and the satellite kid, the",1.0
Action|Comedy|Sci-Fi|IMAX,94777,men in black iii,4.4
Action|Comedy|Sci-Fi|Thriller,140711,american ultra,4.0
Action|Comedy|Sci-Fi|Western,2701,wild wild west,3.2
Action|Comedy|Thriller,282561,operation fortune: ruse de guerre,5.0
Action|Comedy|Thriller,78469,"a-team, the",4.64
Action|Comedy|Thriller,154532,red eagle,3.5
Action|Comedy|Thriller,159093,now you see me 2,3.21
Action|Comedy|Thriller,133933,deadlier than the male,3.0
Action|Comedy|Thriller,6550,johnny english,2.79
Action|Comedy|Thriller,251606,hitman's wife's bodyguard,1.5
Action|Comedy|War,466,hot shots! part deux,4.0
Action|Comedy|Western,1378,young guns,4.0
Action|Crime,62849,rocknrolla,5.0
Action|Crime,6378,"italian job, the",4.75
Action|Crime,210861,the gentlemen,4.56
Action|Crime,2692,run lola run,4.5
Action|Crime,203244,shaft,4.5
Action|Crime,175221,the story of high noon,4.5
Action|Crime,1377,batman returns,4.25
Action|Crime,7482,enter the dragon,4.05
Action|Crime,93838,the raid: redemption,4.0
Action|Crime,3717,gone in 60 seconds,3.75
Action|Crime,7562,dobermann,3.7
Action|Crime,7175,torque,3.5
Action|Crime,107675,vendetta,3.5
Action|Crime,244334,wrath of man,3.38
Action|Crime,2616,dick tracy,3.14
Action|Crime,4444,"way of the dragon, the",3.14
Action|Crime,287377,fast x,3.0
Action|Crime,5574,"transporter, the",3.0
Action|Crime,6157,daredevil,2.67
Action|Crime,6800,cobra,2.0
Action|Crime|Drama,34534,four brothers,5.0
Action|Crime|Drama,6057,biker boyz,5.0
Action|Crime|Drama,4262,scarface,4.58
Action|Crime|Drama,85342,elite squad: the enemy within,4.56
Action|Crime|Drama,493,menace ii society,4.22
Action|Crime|Drama,42,dead presidents,4.0
Action|Crime|Drama,99728,gangster squad,4.0
Action|Crime|Drama,42385,yamakasi - les samouraïs des temps modernes,4.0
Action|Crime|Drama,120783,son of a gun,4.0
Action|Crime|Drama,268642,the batman,3.91
Action|Crime|Drama,2194,"untouchables, the",3.8
Action|Crime|Drama,7056,"public enemy, the",3.67
Action|Crime|Drama,39896,south central,3.5
Action|Crime|Drama,6977,new jack city,3.25
Action|Crime|Drama,3430,death wish,3.0
Action|Crime|Drama,169992,free fire,3.0
Action|Crime|Drama,4488,colors,3.0
Action|Crime|Drama,4572,black rain,3.0
Action|Crime|Drama,4344,swordfish,1.5
Action|Crime|Drama|Film-Noir|Thriller,26117,"killers, the",3.5
Action|Crime|Drama|Horror|Thriller,4210,manhunter,3.5
Action|Crime|Drama|IMAX,58559,"dark knight, the",4.23
Action|Crime|Drama|Mystery|Sci-Fi|Thriller,198,strange days,3.33
Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,79132,inception,4.6
Action|Crime|Drama|Mystery|Thriller,7445,man on fire,4.55
Action|Crime|Drama|Mystery|Thriller,2058,"negotiator, the",4.0
Action|Crime|Drama|Mystery|Thriller,74510,"girl who played with fire, the",4.0
Action|Crime|Drama|Mystery|Thriller,165347,jack reacher: never go back,3.88
Action|Crime|Drama|Mystery|Thriller,5388,insomnia,3.59
Action|Crime|Drama|Mystery|Thriller,71573,whiteout,3.5
Action|Crime|Drama|Sci-Fi|Thriller,2985,robocop,4.38
Action|Crime|Drama|Sci-Fi|Thriller,519,robocop 3,2.5
Action|Crime|Drama|Thriller,8593,juice,5.0
Action|Crime|Drama|Thriller,59369,taken,5.0
Action|Crime|Drama|Thriller,31420,assault on precinct 13,5.0
Action|Crime|Drama|Thriller,170875,the fate of the furious,5.0
Action|Crime|Drama|Thriller,293,léon: the professional,4.69
Action|Crime|Drama|Thriller,67923,fast & furious,4.5
Action|Crime|Drama|Thriller,55721,elite squad,4.5
Action|Crime|Drama|Thriller,2959,fight club,4.24
Action|Crime|Drama|Thriller,33437,unleashed,4.19
Action|Crime|Drama|Thriller,1573,face/off,4.1
Action|Crime|Drama|Thriller,195295,dragged across concrete,4.0
Action|Crime|Drama|Thriller,166423,black's game,4.0
Action|Crime|Drama|Thriller,189041,sicario: day of the soldado,4.0
Action|Crime|Drama|Thriller,3275,"boondock saints, the",3.94
Action|Crime|Drama|Thriller,72489,ninja assassin,3.76
Action|Crime|Drama|Thriller,3256,patriot games,3.67
Action|Crime|Drama|Thriller,3682,magnum force,3.5
Action|Crime|Drama|Thriller,65596,mesrine: killer instinct,3.5
Action|Crime|Drama|Thriller,8798,collateral,3.5
Action|Crime|Drama|Thriller,46335,"fast and the furious: tokyo drift, the",3.38
Action|Crime|Drama|Thriller,6185,dark blue,3.25
Action|Crime|Drama|Thriller,96861,taken 2,3.07
Action|Crime|Drama|Thriller,6280,"man apart, a",3.0
Action|Crime|Drama|Thriller,7076,bullitt,3.0
Action|Crime|Drama|Thriller,50794,smokin' aces,2.5
Action|Crime|Drama|Thriller,3947,get carter,2.5
Action|Crime|Drama|Thriller,37733,"history of violence, a",2.5
Action|Crime|Drama|Thriller,41997,munich,1.5
Action|Crime|Drama|Thriller|IMAX,86644,fast five,2.83
Action|Crime|Drama|Thriller|War,36529,lord of war,4.19
Action|Crime|Drama|War,647,courage under fire,3.5
Action|Crime|Drama|Western,54997,3:10 to yuma,3.5
Action|Crime|Fantasy,8666,catwoman,5.0
